seqnames,start,end,width,strand,V4,V5,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,state
NC_000077.7,61093836,61094129,294,*,CBD2vsMODEL2_cond2_443,4.94625,"Exon (XR_879911.2/Gm42080, exon 3 of 3)",11,61099336,61109244,9909,1,Aldh3a1,XM_006532024.3,-5207,down
NC_000077.7,61967501,61967917,417,*,CBD2vsMODEL2_cond2_444,4.50021,Promoter (<=1kb),11,61967812,62032553,64742,1,Specc1,XM_030246109.1,0,down
NC_000077.7,68985492,68985896,405,*,CBD2vsMODEL2_cond2_445,3.65093,Promoter (<=1kb),11,68985934,69000791,14858,1,Per1,XM_006532480.4,-38,down
NC_000077.7,69301317,69301636,320,*,CBD2vsMODEL2_cond2_446,8.10681,Promoter (<=1kb),11,69290338,69301722,11385,2,Kdm6b,XM_030245822.2,86,down
NC_000077.7,75064025,75064397,373,*,CBD2vsMODEL2_cond2_447,4.10547,Promoter (<=1kb),11,75064214,75064304,91,1,Mir212,NR_029794.1,0,down
NC_000077.7,75274347,75275019,673,*,CBD2vsMODEL2_cond2_448,14.6425,"Intron (NM_001102611.1/Smyd4, intron 3 of 10)",11,75191174,75239478,48305,2,Rpa1,XM_006534051.3,-34869,down
NC_000077.7,75350741,75352041,1301,*,CBD2vsMODEL2_cond2_449,9.75182,Promoter (<=1kb),11,75352365,75357516,5152,1,Mir22hg,NR_030711.1,-324,down
NC_000077.7,75352110,75352443,334,*,CBD2vsMODEL2_cond2_450,7.34484,Promoter (<=1kb),11,75352365,75357516,5152,1,Mir22hg,NR_030711.1,0,down
NC_000077.7,75353286,75353944,659,*,CBD2vsMODEL2_cond2_451,9.4788,Promoter (<=1kb),11,75354542,75354636,95,1,Mir22,NR_029739.1,-598,down
NC_000077.7,78588372,78588721,350,*,CBD2vsMODEL2_cond2_452,4.60194,Promoter (<=1kb),11,78457994,78588251,130258,2,Nlk,NM_008702.3,-121,down
NC_000077.7,79115531,79115906,376,*,CBD2vsMODEL2_cond2_453,3.95429,Promoter (<=1kb),11,79115511,79139272,23762,1,Gm30470,XR_880030.2,20,down
NC_000077.7,86477578,86478429,852,*,CBD2vsMODEL2_cond2_454,5.65657,Promoter (2-3kb),11,86474893,86474984,92,2,Mir21a,NR_029738.1,-2594,down
NC_000077.7,86648541,86648982,442,*,CBD2vsMODEL2_cond2_455,4.66494,Promoter (<=1kb),11,86585436,86648637,63202,2,Cltc,XM_006533983.3,0,down
NC_000077.7,86811003,86811363,361,*,CBD2vsMODEL2_cond2_456,6.25846,Distal Intergenic,11,86778074,86782109,4036,1,Gm46290,XM_036157129.1,32929,down
NC_000077.7,88525224,88525799,576,*,CBD2vsMODEL2_cond2_457,5.31429,"Intron (XM_030246417.1/Msi2, intron 1 of 9)",11,88230208,88535747,305540,2,Msi2,XM_030246417.1,9948,down
NC_000077.7,96210105,96210368,264,*,CBD2vsMODEL2_cond2_458,17.1918,Promoter (1-2kb),11,96209093,96212464,3372,1,Hoxb4,NM_010459.7,1012,down
NC_000077.7,97200479,97200763,285,*,CBD2vsMODEL2_cond2_459,18.9788,Promoter (<=1kb),11,97192157,97201138,8982,2,Gm31005,XR_004937076.1,375,down
NC_000077.7,97325751,97326133,383,*,CBD2vsMODEL2_cond2_460,5.17992,"Intron (XM_006533867.3/Arhgap23, intron 1 of 23)",11,97331005,97393228,62224,1,Arhgap23,XM_006533861.5,-4872,down
NC_000077.7,102640526,102640824,299,*,CBD2vsMODEL2_cond2_461,7.1502,Distal Intergenic,11,102652261,102671088,18828,1,Adam11,NM_001110778.2,-11437,down
NC_000077.7,103137329,103137683,355,*,CBD2vsMODEL2_cond2_462,7.34338,"Intron (NM_016896.3/Map3k14, intron 1 of 15)",11,103128426,103129587,1162,1,Gm34823,XR_389061.5,8903,down
NC_000077.7,103272977,103273272,296,*,CBD2vsMODEL2_cond2_463,4.92518,"Intron (NM_183034.2/Plekhm1, intron 5 of 11)",11,103250198,103254518,4321,2,Arhgap27,NM_183288.3,-18459,down
NC_000077.7,109246527,109246786,260,*,CBD2vsMODEL2_cond2_464,5.35464,"Exon (NR_038097.1/Gm11696, exon 2 of 2)",11,109253620,109292195,38576,1,Gna13,NM_010303.3,-6834,down
NC_000077.7,109502281,109502782,502,*,CBD2vsMODEL2_cond2_465,4.9429,Promoter (<=1kb),11,109464347,109502215,37869,2,Wipi1,NM_145940.2,-66,down
NC_000077.7,116327755,116328106,352,*,CBD2vsMODEL2_cond2_466,5.54295,Promoter (2-3kb),11,116324920,116329903,4984,1,Ubald2,NM_176902.3,2835,down
NC_000077.7,117448607,117448905,299,*,CBD2vsMODEL2_cond2_467,4.72457,"Intron (XR_004937119.1/Gm51933, intron 1 of 3)",11,117438794,117459473,20680,2,Gm51933,XR_004937119.1,10568,down
NC_000077.7,117854436,117854702,267,*,CBD2vsMODEL2_cond2_468,6.8528,Distal Intergenic,11,117856905,117860192,3288,2,Socs3,NM_007707.3,5490,down
NC_000077.7,118139413,118139791,379,*,CBD2vsMODEL2_cond2_469,5.07722,Promoter (<=1kb),11,118054996,118139452,84457,2,Cyth1,XR_003949350.2,0,down
NC_000077.7,120463727,120464174,448,*,CBD2vsMODEL2_cond2_470,9.20957,Promoter (<=1kb),11,120451124,120464079,12956,2,P4hb,NM_011032.3,0,down
NC_000078.7,25160473,25160880,408,*,CBD2vsMODEL2_cond2_471,7.59532,Distal Intergenic,12,25143798,25146091,2294,2,Id2,NM_010496.3,-14382,down
NC_000078.7,25290232,25290778,547,*,CBD2vsMODEL2_cond2_472,6.35388,Distal Intergenic,12,25257601,25259600,2000,2,Gm36441,XR_381347.3,-30632,down
NC_000078.7,44571734,44572250,517,*,CBD2vsMODEL2_cond2_473,7.65917,"Intron (XM_036157477.1/Nrcam, intron 3 of 31)",12,44375668,44648629,272962,1,Nrcam,NM_176930.4,196066,down
NC_000078.7,54757627,54757918,292,*,CBD2vsMODEL2_cond2_474,3.67983,Promoter (<=1kb),12,54757088,54757251,164,1,Gm22634,XR_004937846.1,539,down
NC_000078.7,55513325,55513781,457,*,CBD2vsMODEL2_cond2_475,5.80751,Distal Intergenic,12,55536194,55539432,3239,2,Nfkbia,NM_010907.2,25651,down
NC_000078.7,58167277,58167603,327,*,CBD2vsMODEL2_cond2_476,5.09272,Distal Intergenic,12,58109633,58124212,14580,1,Gm46329,XR_004937607.1,57644,down
NC_000078.7,59266346,59266701,356,*,CBD2vsMODEL2_cond2_477,4.40549,Promoter (<=1kb),12,59247441,59266269,18829,2,Fbxo33,NM_001033156.4,-77,down
NC_000078.7,69655199,69655601,403,*,CBD2vsMODEL2_cond2_478,6.0835,"Intron (NM_001135559.1/Sos2, intron 13 of 22)",12,69669083,69672070,2988,2,Gm31679,NR_164313.1,16469,down
NC_000078.7,72132222,72132619,398,*,CBD2vsMODEL2_cond2_479,5.21764,Promoter (<=1kb),12,72132348,72148301,15954,1,Jkamp,XM_030246494.2,0,down
NC_000078.7,76062928,76063209,282,*,CBD2vsMODEL2_cond2_480,12.236,"Intron (NM_001005510.2/Syne2, intron 66 of 115)",12,75955877,75955959,83,1,Mir5101,NR_039560.1,107051,down
NC_000078.7,80156307,80156577,271,*,CBD2vsMODEL2_cond2_481,4.7481,3' UTR,12,80154534,80159787,5254,2,Zfp36l1,NM_007564.5,3210,down
NC_000078.7,81688977,81689294,318,*,CBD2vsMODEL2_cond2_482,5.60779,"Intron (NM_001033149.3/Ttc9, intron 1 of 2)",12,81678023,81714331,36309,1,Ttc9,NM_001033149.3,10954,down
NC_000078.7,84625048,84625426,379,*,CBD2vsMODEL2_cond2_483,13.2178,"Intron (NM_001301427.1/Vsx2, intron 3 of 4)",12,84616602,84642231,25630,1,Vsx2,NM_007701.3,8446,down
NC_000078.7,86833920,86834225,306,*,CBD2vsMODEL2_cond2_484,4.22852,Distal Intergenic,12,86847956,86849686,1731,1,Gm53733,XR_004937664.1,-13731,down
NC_000078.7,86837317,86837677,361,*,CBD2vsMODEL2_cond2_485,4.17584,Distal Intergenic,12,86847956,86849686,1731,1,Gm53733,XR_004937664.1,-10279,down
NC_000078.7,86848200,86848508,309,*,CBD2vsMODEL2_cond2_486,4.03787,Promoter (<=1kb),12,86847956,86849686,1731,1,Gm53733,XR_004937664.1,244,down
NC_000078.7,105520551,105520898,348,*,CBD2vsMODEL2_cond2_487,5.00364,Distal Intergenic,12,105529431,105559330,29900,1,Bdkrb2,NM_009747.2,-8533,down
NC_000078.7,107460635,107461225,591,*,CBD2vsMODEL2_cond2_488,6.47646,Distal Intergenic,12,107579260,107580104,845,1,Gm9006,NA,-118035,down
NC_000078.7,108145694,108146036,343,*,CBD2vsMODEL2_cond2_489,4.56032,Promoter (<=1kb),12,108145825,108170250,24426,1,Ccnk,XM_006515445.3,0,down
NC_000078.7,108300231,108300620,390,*,CBD2vsMODEL2_cond2_490,7.85277,Promoter (<=1kb),12,108300568,108328497,27930,1,Cyp46a1,XM_030246535.2,0,down
NC_000078.7,110413113,110413517,405,*,CBD2vsMODEL2_cond2_491,4.7769,Promoter (<=1kb),12,110413532,110538124,124593,1,Ppp2r5c,XM_030246738.2,-15,down
NC_000078.7,112744584,112744936,353,*,CBD2vsMODEL2_cond2_492,5.23816,"Exon (NM_001378499.1/Ahnak2, exon 7 of 7)",12,112738631,112759362,20732,2,Ahnak2,NM_001378499.1,14426,down
NC_000078.7,112761173,112761935,763,*,CBD2vsMODEL2_cond2_493,5.74951,Promoter (1-2kb),12,112738631,112759362,20732,2,Ahnak2,NM_001378499.1,-1811,down
NC_000078.7,113226304,113226769,466,*,CBD2vsMODEL2_cond2_494,17.0058,Promoter (2-3kb),12,113219824,113223856,4033,2,Igha,NA,-2448,down
NC_000078.7,113388014,113388522,509,*,CBD2vsMODEL2_cond2_495,6.44504,Promoter (1-2kb),12,113382446,113386350,3905,2,Ighm,NA,-1664,down
NC_000078.7,117358122,117358512,391,*,CBD2vsMODEL2_cond2_496,5.6968,Distal Intergenic,12,117309182,117311615,2434,1,Gm39559,XR_004937821.1,48940,down
NC_000079.7,5852962,5853374,413,*,CBD2vsMODEL2_cond2_497,12.2465,Promoter (<=1kb),13,5852781,5853528,748,2,Gm35413,XR_004938190.1,154,down
NC_000079.7,5920476,5920768,293,*,CBD2vsMODEL2_cond2_498,6.09462,Downstream (<=300bp),13,5911488,5920392,8905,1,Klf6,NM_011803.2,8988,down
NC_000079.7,6243226,6243600,375,*,CBD2vsMODEL2_cond2_499,18.6338,Distal Intergenic,13,6330414,6339462,9049,2,Gm35615,XR_382030.2,95862,down
NC_000079.7,7064657,7064921,265,*,CBD2vsMODEL2_cond2_500,4.33055,"Intron (XR_873113.1/Gm40662, intron 2 of 3)",13,7045690,7126233,80544,2,Gm40662,XR_873113.1,61312,down
NC_000079.7,12580461,12580821,361,*,CBD2vsMODEL2_cond2_501,4.53023,Promoter (<=1kb),13,12580701,12624422,43722,1,Ero1b,XM_006516731.5,0,down
NC_000079.7,21029403,21029762,360,*,CBD2vsMODEL2_cond2_502,4.45057,"Intron (XM_036158062.1/Aoah, intron 3 of 11)",13,21024266,21220787,196522,1,Aoah,XM_011244311.1,5137,down
NC_000079.7,29115385,29115872,488,*,CBD2vsMODEL2_cond2_503,5.87563,Distal Intergenic,13,29129371,29134068,4698,1,Gm46406,XR_001780883.2,-13499,down
NC_000079.7,34346885,34347280,396,*,CBD2vsMODEL2_cond2_504,6.14883,Promoter (<=1kb),13,34346947,34362155,15209,1,Psmg4,NM_001101430.2,0,down
NC_000079.7,34592168,34592448,281,*,CBD2vsMODEL2_cond2_505,5.07058,Distal Intergenic,13,34577702,34578532,831,2,Gm6129,NA,-13636,down
NC_000079.7,35924875,35925366,492,*,CBD2vsMODEL2_cond2_506,5.15751,Promoter (<=1kb),13,35925385,36058047,132663,1,Cdyl,NM_001123386.1,-19,down
NC_000079.7,39436786,39437081,296,*,CBD2vsMODEL2_cond2_507,19.1631,Distal Intergenic,13,39116281,39144855,28575,2,Slc35b3,XR_004937924.1,-291931,down
NC_000079.7,43838040,43838446,407,*,CBD2vsMODEL2_cond2_508,4.70311,Distal Intergenic,13,43840984,43859863,18880,2,Gm52070,XR_003950720.2,21417,down
NC_000079.7,48699729,48700412,684,*,CBD2vsMODEL2_cond2_509,4.63683,"Exon (XM_036158292.1/LOC118568094, exon 2 of 2)",13,48688999,48704244,15246,2,LOC118568094,XM_036158292.1,3832,down
NC_000079.7,49358984,49359289,306,*,CBD2vsMODEL2_cond2_510,6.64199,"Intron (NM_001418541.1/Card19, intron 2 of 4)",13,49356426,49369471,13046,2,Card19,NM_001418541.1,10182,down
NC_000079.7,52388260,52388616,357,*,CBD2vsMODEL2_cond2_511,4.79351,Promoter (<=1kb),13,52388513,52399070,10558,1,Gm33116,XR_001780948.1,0,down
NC_000079.7,52498710,52498973,264,*,CBD2vsMODEL2_cond2_512,16.424,Distal Intergenic,13,52388513,52399070,10558,1,Gm33116,XR_001780948.1,110197,down
NC_000079.7,53817029,53817597,569,*,CBD2vsMODEL2_cond2_513,13.0277,Distal Intergenic,13,53802621,53804117,1497,1,4930555G21Rik,NR_131010.1,14408,down
NC_000079.7,54248756,54249076,321,*,CBD2vsMODEL2_cond2_514,10.2019,"Intron (XR_003950425.1/Sfxn1, intron 7 of 11)",13,54225913,54262365,36453,1,Sfxn1,XR_004937939.1,22843,down
NC_000079.7,54835653,54835993,341,*,CBD2vsMODEL2_cond2_515,4.63787,Promoter (<=1kb),13,54827212,54835927,8716,2,Rnf44,XM_030247091.1,0,down
NC_000079.7,54841667,54841950,284,*,CBD2vsMODEL2_cond2_516,4.57728,Promoter (<=1kb),13,54827212,54841738,14527,2,Rnf44,XM_030247099.1,0,down
NC_000079.7,54842029,54842310,282,*,CBD2vsMODEL2_cond2_517,3.82592,Promoter (<=1kb),13,54827212,54841889,14678,2,Rnf44,XM_030247093.1,-140,down
NC_000079.7,54936772,54937363,592,*,CBD2vsMODEL2_cond2_518,7.06753,Promoter (<=1kb),13,54936915,54944588,7674,1,Tspan17,XM_006517414.3,0,down
NC_000079.7,55658304,55658960,657,*,CBD2vsMODEL2_cond2_519,7.83786,Promoter (2-3kb),13,55646225,55656082,9858,2,Pdlim7,XM_011244558.3,-2222,down
NC_000079.7,56669920,56670225,306,*,CBD2vsMODEL2_cond2_520,4.69357,Promoter (<=1kb),13,56670201,56685608,15408,1,Fbxl21,XM_011244506.4,0,down
NC_000079.7,56730107,56730398,292,*,CBD2vsMODEL2_cond2_521,5.21641,Promoter (1-2kb),13,56731618,56750857,19240,1,2010203P06Rik,XR_004938129.1,-1220,down
NC_000079.7,56730578,56730875,298,*,CBD2vsMODEL2_cond2_522,5.70511,Promoter (<=1kb),13,56731618,56750857,19240,1,2010203P06Rik,XR_004938129.1,-743,down
NC_000079.7,58802315,58802605,291,*,CBD2vsMODEL2_cond2_523,4.28773,Distal Intergenic,13,58831486,58837280,5795,2,Gm34058,XR_382519.4,34675,down
NC_000079.7,59541284,59541547,264,*,CBD2vsMODEL2_cond2_524,18.9966,Distal Intergenic,13,59553825,59559336,5512,2,Gm34721,XR_001780971.2,17789,down
NC_000079.7,60157151,60157638,488,*,CBD2vsMODEL2_cond2_525,5.9974,Distal Intergenic,13,60138482,60146355,7874,1,Gm35143,XR_382539.2,18669,down
NC_000079.7,63401017,63401382,366,*,CBD2vsMODEL2_cond2_526,5.28322,"Intron (NM_001289924.1/Aopep, intron 13 of 16)",13,63387843,63473910,86068,1,Aopep,NR_110521.1,13174,down
NC_000079.7,68964034,68964409,376,*,CBD2vsMODEL2_cond2_527,5.33989,"Intron (NM_153534.2/Adcy2, intron 3 of 24)",13,68768162,69147660,379499,2,Adcy2,NM_153534.2,183251,down
NC_000079.7,69759873,69760152,280,*,CBD2vsMODEL2_cond2_528,5.38258,Promoter (<=1kb),13,69760135,69783899,23765,1,Nsun2,NM_145354.5,0,down
NC_000079.7,71167529,71168659,1131,*,CBD2vsMODEL2_cond2_529,7.61698,Promoter (<=1kb),13,71166445,71168540,2096,2,Gm36734,XR_382641.3,0,down
NC_000079.7,71383615,71384009,395,*,CBD2vsMODEL2_cond2_530,9.82157,Distal Intergenic,13,71255208,71255328,121,1,Mir466f-4,NR_130325.1,128407,down
NC_000079.7,72093211,72094578,1368,*,CBD2vsMODEL2_cond2_531,13.1904,Distal Intergenic,13,72106351,72109831,3481,2,Irx1,XM_036157861.1,15253,down
NC_000079.7,74678194,74678488,295,*,CBD2vsMODEL2_cond2_532,3.41127,Distal Intergenic,13,74626602,74642132,15531,2,Zfp825,XM_036158036.1,-36062,down
NC_000079.7,75942095,75942428,334,*,CBD2vsMODEL2_cond2_533,4.49044,Distal Intergenic,13,75916174,75916316,143,1,Gm23127,XR_004938271.1,25921,down
NC_000079.7,85337667,85337965,299,*,CBD2vsMODEL2_cond2_534,4.63075,Promoter (<=1kb),13,85337505,85361477,23973,1,Ccnh,XM_006517325.4,162,down
NC_000079.7,98593013,98593353,341,*,CBD2vsMODEL2_cond2_535,6.15966,Distal Intergenic,13,98560618,98571573,10956,2,2310005E17Rik,NR_045498.1,-21440,down
NC_000079.7,104114919,104115232,314,*,CBD2vsMODEL2_cond2_536,12.7759,Distal Intergenic,13,103955294,104057094,101801,2,Erbin,NM_001289475.1,-57825,down
NC_000079.7,108509592,108509887,296,*,CBD2vsMODEL2_cond2_537,12.0943,"Intron (NM_001418947.1/Depdc1b, intron 6 of 10)",13,108538601,108549489,10889,1,Gm41056,XR_873943.3,-28714,down
NC_000079.7,112600202,112600539,338,*,CBD2vsMODEL2_cond2_538,4.0398,Promoter (<=1kb),13,112600604,112643394,42791,1,Il6st,NM_010560.3,-65,down
NC_000079.7,120061311,120061940,630,*,CBD2vsMODEL2_cond2_539,5.67927,"Intron (NM_001039244.4/Tmem267, intron 2 of 2)",13,120085355,120115895,30541,1,Ccl28,NM_020279.3,-23415,down
NC_000079.7,120062947,120063210,264,*,CBD2vsMODEL2_cond2_540,5.38791,"Intron (NM_001039244.4/Tmem267, intron 2 of 2)",13,120085355,120115895,30541,1,Ccl28,NM_020279.3,-22145,down
NC_000080.7,6220221,6220500,280,*,CBD2vsMODEL2_cond2_541,3.80628,Promoter (<=1kb),14,6157837,6220449,62613,2,Ngly1,NM_021504.3,0,down
NC_000080.7,8118584,8119056,473,*,CBD2vsMODEL2_cond2_542,5.31192,"Exon (XM_006517942.4/Il3ra, exon 5 of 10)",14,8114270,8123230,8961,2,Il3ra,XM_006517942.4,4174,down
NC_000080.7,8121337,8122425,1089,*,CBD2vsMODEL2_cond2_543,6.09671,Promoter (<=1kb),14,8114270,8123230,8961,2,Il3ra,XM_006517942.4,805,down
NC_000080.7,8123158,8124103,946,*,CBD2vsMODEL2_cond2_544,6.39837,Promoter (<=1kb),14,8114270,8123230,8961,2,Il3ra,XM_006517942.4,0,down
NC_000080.7,8828574,8828927,354,*,CBD2vsMODEL2_cond2_545,4.74654,Distal Intergenic,14,8786615,8798887,12273,2,Sntn,NM_177624.3,-29687,down
NC_000080.7,9877718,9878056,339,*,CBD2vsMODEL2_cond2_546,19.3954,"Intron (XM_006518024.5/Cadps, intron 6 of 32)",14,9646684,10097203,450520,1,Cadps,NM_001359921.1,231034,down
NC_000080.7,14451356,14452104,749,*,CBD2vsMODEL2_cond2_547,4.95629,"Intron (XM_006518073.4/Abhd6, intron 1 of 8)",14,14413000,14464898,51899,2,Abhd6,XM_006518073.4,12794,down
NC_000080.7,40624488,40624762,275,*,CBD2vsMODEL2_cond2_548,3.91506,Promoter (<=1kb),14,40533478,40624294,90817,2,Sh2d4b,XR_383190.3,-194,down
NC_000080.7,40688817,40689246,430,*,CBD2vsMODEL2_cond2_549,7.50071,Promoter (<=1kb),14,40628384,40688835,60452,2,Tspan14,XM_036158755.1,0,down
NC_000080.7,42408341,42408656,316,*,CBD2vsMODEL2_cond2_550,7.23161,"Intron (XR_003951232.1/Gm8032, intron 7 of 7)",14,42416462,42421837,5376,2,Gm17124,NM_001378735.1,13181,down
NC_000080.7,43224828,43225207,380,*,CBD2vsMODEL2_cond2_551,3.73049,"Intron (NA/Gm9597, intron 2 of 6)",14,43199841,43205268,5428,2,1700001F09Rik,NM_027940.2,-19560,down
NC_000080.7,46324283,46324608,326,*,CBD2vsMODEL2_cond2_552,15.4963,Promoter (2-3kb),14,46321484,46322414,931,1,Ubb-ps,NR_002875.3,2799,down
NC_000080.7,55967799,55968124,326,*,CBD2vsMODEL2_cond2_553,4.32865,Distal Intergenic,14,55953321,55959720,6400,2,Rabggta,NM_001360387.1,-8079,down
NC_000080.7,57295295,57295642,348,*,CBD2vsMODEL2_cond2_554,5.12802,Promoter (<=1kb),14,57271917,57295487,23571,2,Gja3,NM_016975.3,0,down
NC_000080.7,60229759,60230875,1117,*,CBD2vsMODEL2_cond2_555,7.19749,"Intron (NM_015803.3/Atp8a2, intron 23 of 35)",14,59884980,60324363,439384,2,Atp8a2,NM_015803.3,93488,down
NC_000080.7,60231328,60231960,633,*,CBD2vsMODEL2_cond2_556,6.35608,"Intron (NM_015803.3/Atp8a2, intron 23 of 35)",14,59884980,60324363,439384,2,Atp8a2,NM_015803.3,92403,down
NC_000080.7,60232496,60232771,276,*,CBD2vsMODEL2_cond2_557,8.36665,"Intron (NM_015803.3/Atp8a2, intron 23 of 35)",14,59884980,60324363,439384,2,Atp8a2,NM_015803.3,91592,down
NC_000080.7,63585358,63585894,537,*,CBD2vsMODEL2_cond2_558,25.8905,Distal Intergenic,14,63576961,63583111,6151,1,Gm4151,NR_176806.1,8397,down
NC_000080.7,66138068,66138338,271,*,CBD2vsMODEL2_cond2_559,10.7916,Promoter (1-2kb),14,66140320,66151703,11384,1,Gm41181,XR_874726.3,-1982,down
NC_000080.7,69192241,69192749,509,*,CBD2vsMODEL2_cond2_560,17.1015,Distal Intergenic,14,69266738,69278850,12113,1,Stc1,NM_009285.3,-73989,down
NC_000080.7,70567204,70567717,514,*,CBD2vsMODEL2_cond2_561,6.27588,"Intron (NM_001135152.1/Slc39a14, intron 2 of 9)",14,70540916,70564187,23272,2,Slc39a14,XM_030247716.1,-3017,down
NC_000080.7,74970521,74971033,513,*,CBD2vsMODEL2_cond2_562,16.8706,Promoter (<=1kb),14,74969737,74988205,18469,1,Esd,NM_016903.5,784,down
NC_000080.7,84680972,84681363,392,*,CBD2vsMODEL2_cond2_563,5.69099,Promoter (<=1kb),14,84681003,84774500,93498,1,Pcdh17,NM_001013753.2,0,down
NC_000080.7,99985630,99985902,273,*,CBD2vsMODEL2_cond2_564,8.43195,Distal Intergenic,14,100011059,100011244,186,2,Gm22970,XR_004938751.1,25342,down
NC_000080.7,104081030,104081349,320,*,CBD2vsMODEL2_cond2_565,13.9844,Promoter (<=1kb),14,104052051,104081137,29087,2,Ednrb,NM_001276296.1,0,down
NC_000080.7,106134586,106134966,381,*,CBD2vsMODEL2_cond2_566,4.424,Promoter (<=1kb),14,106129381,106134899,5519,2,Spry2,XM_006519016.5,0,down
NC_000080.7,114024055,114024327,273,*,CBD2vsMODEL2_cond2_567,13.0212,Distal Intergenic,14,114138438,114140181,1744,1,Gm5209,NA,-114111,down
NC_000080.7,118248970,118249279,310,*,CBD2vsMODEL2_cond2_568,4.3504,Distal Intergenic,14,118250202,118289658,39457,2,Dct,NM_010024.3,40379,down
NC_000080.7,118336850,118337206,357,*,CBD2vsMODEL2_cond2_569,3.65979,Distal Intergenic,14,118326937,118327009,73,2,n-TFgaa5,NA,-9841,down
NC_000080.7,118988171,118988478,308,*,CBD2vsMODEL2_cond2_570,10.9512,"Intron (XR_001781464.2/Gm46484, intron 2 of 2)",14,118985632,118993257,7626,2,Gm46484,XR_001781464.2,4779,down
NC_000080.7,119049337,119050363,1027,*,CBD2vsMODEL2_cond2_571,7.09588,Promoter (1-2kb),14,119045912,119047799,1888,2,Gm41248,XR_874964.1,-1538,down
NC_000080.7,119091437,119091703,267,*,CBD2vsMODEL2_cond2_572,19.1273,Promoter (<=1kb),14,119092362,119111937,19576,1,Cldn10,NM_001160099.1,-659,down
NC_000080.7,120449360,120450133,774,*,CBD2vsMODEL2_cond2_573,14.1379,Distal Intergenic,14,120370164,120408767,38604,2,Gm4681,XR_004938569.1,-40593,down
NC_000080.7,120714948,120715640,693,*,CBD2vsMODEL2_cond2_574,5.41223,Promoter (<=1kb),14,120715873,120744606,28734,1,Rap2a,NM_029519.3,-233,down
NC_000080.7,122475551,122475849,299,*,CBD2vsMODEL2_cond2_575,6.09742,"Intron (XM_036158840.1/Clybl, intron 1 of 7)",14,122467317,122471050,3734,2,1700108J01Rik,NR_015532.1,-4501,down
NC_000081.7,4025233,4025505,273,*,CBD2vsMODEL2_cond2_576,4.74064,Promoter (<=1kb),15,4011517,4025228,13712,2,Rimoc1,NM_145930.3,-5,down
NC_000081.7,6640519,6641020,502,*,CBD2vsMODEL2_cond2_577,6.0072,"Intron (XM_011245328.3/Fyb, intron 2 of 18)",15,6610534,6695089,84556,1,Fyb,XM_006519986.1,29985,down
NC_000081.7,7907528,7907819,292,*,CBD2vsMODEL2_cond2_578,7.90646,"Intron (XM_017316701.2/Wdr70, intron 17 of 17)",15,7845031,7867061,22031,1,Gdnf,NM_001301357.1,62497,down
NC_000081.7,9086977,9087404,428,*,CBD2vsMODEL2_cond2_579,10.4121,"Intron (NM_001286253.1/Nadk2, intron 4 of 10)",15,9071340,9110584,39245,1,Nadk2,NM_001286255.1,15637,down
NC_000081.7,22799947,22800315,369,*,CBD2vsMODEL2_cond2_580,3.64537,"Intron (XM_006520095.4/Cdh18, intron 2 of 13)",15,22789749,23477577,687829,1,Cdh18,XM_036159468.1,10198,down
NC_000081.7,25762196,25762525,330,*,CBD2vsMODEL2_cond2_581,5.57037,"Intron (NM_019472.2/Myo10, intron 19 of 40)",15,25758749,25813759,55011,1,Myo10,XM_006520025.5,3447,down
NC_000081.7,27997447,27997936,490,*,CBD2vsMODEL2_cond2_582,4.41747,Promoter (1-2kb),15,27730737,27995461,264725,2,Trio,XM_006520050.5,-1986,down
NC_000081.7,31092215,31092529,315,*,CBD2vsMODEL2_cond2_583,5.08702,Promoter (<=1kb),15,31092366,31118154,25789,1,Gm32011,XR_383899.2,0,down
NC_000081.7,31342548,31342854,307,*,CBD2vsMODEL2_cond2_584,5.86816,"Intron (XM_036159549.1/Ankrd33b, intron 1 of 4)",15,31291625,31367905,76281,2,Ankrd33b,NM_001164441.1,25051,down
NC_000081.7,35686357,35686729,373,*,CBD2vsMODEL2_cond2_585,8.1002,"Intron (NM_177151.4/Vps13b, intron 33 of 61)",15,35661116,35661193,78,2,Mir875,NR_030606.1,-25164,down
NC_000081.7,36472324,36472784,461,*,CBD2vsMODEL2_cond2_586,8.82493,Distal Intergenic,15,36453395,36456729,3335,2,Gm34316,XR_875145.1,-15595,down
NC_000081.7,36609172,36609552,381,*,CBD2vsMODEL2_cond2_587,3.96958,Promoter (<=1kb),15,36595902,36609217,13316,2,Pabpc1,NM_008774.3,0,down
NC_000081.7,51455920,51456248,329,*,CBD2vsMODEL2_cond2_588,8.20228,Promoter (<=1kb),15,51441305,51455672,14368,2,Gm34503,XR_384084.3,-248,down
NC_000081.7,59671129,59671429,301,*,CBD2vsMODEL2_cond2_589,18.0405,Distal Intergenic,15,59660266,59666808,6543,2,Gm19510,NR_045076.1,-4321,down
NC_000081.7,61951124,61951411,288,*,CBD2vsMODEL2_cond2_590,4.76502,"Intron (NR_003368.2/Pvt1, intron 1 of 8)",15,61956837,61971374,14538,2,Gm53890,XR_004938956.1,19963,down
NC_000081.7,73293341,73293610,270,*,CBD2vsMODEL2_cond2_591,5.40106,Promoter (1-2kb),15,73076951,73294975,218025,2,Ptk2,XM_036159143.1,1365,down
